p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.08,0.12,"Hands-on chemical R&D, experiments, pilot studies, troubleshooting, and client liaison; little explicit AI/data-science content.",1,3901957268,gpt-5.4,openai,exposure
0.03,0.34,Business development sales role in CRO/CDMO; no AI work. Relationship-building and coordination limit automation.,1,3889701647,gpt-5.4,openai,exposure
0.03,0.28,"Metrology engineering and coordination are technical, hands-on, and compliance-focused; posting shows no AI/data-science duties.",1,3900939976,gpt-5.4,openai,exposure
0.03,0.58,"Financial variance analysis and reporting dominate; no AI/data-science duties mentioned, but many tasks are structured and software-supportable.",1,3898166635,gpt-5.4,openai,exposure
0.03,0.18,"Application engineering for gas systems design, installation, and customer support; physical, customized, non-routine work with no AI mention.",1,3905301113,gpt-5.4,openai,exposure
0.02,0.34,"Retail customer service and physical store tasks; little AI use, but some sales/transaction work is partly automatable.",1,3904392027,gpt-5.4,openai,exposure
0.08,0.06,"Senior sales/leadership role in healthcare imaging; posting mentions no AI duties, and core executive tasks are nonroutine.",1,3905692786,gpt-5.4,openai,exposure
0.12,0.28,"Continuous improvement, lean, manufacturing metrics and project leadership; uses data analysis but not AI-specific, with many nonroutine human tasks.",1,3889717206,gpt-5.4,openai,exposure
0.03,0.58,"Accounting/reporting role with process optimization; no AI/data-science duties, but many core tasks are structured and software-automatable.",1,3902352352,gpt-5.4,openai,exposure
0.03,0.28,"Hands-on donor screening and phlebotomy use standard systems, not AI; physical patient interaction limits automation.",1,3886455016,gpt-5.4,openai,exposure
0.01,0.72,"Manufacturing compounding uses process equipment and procedures, not AI; many repetitive standardized tasks, but physical handling limits full automation.",1,3884899672,gpt-5.4,openai,exposure
0.03,0.18,"Strategic corporate sales and account management; little AI/data-science content, low routine task share.",1,3884987820,gpt-5.4,openai,exposure
0.02,0.18,"Pharmaceutical territory sales role; no AI/data-science duties mentioned, and relationship-driven selling is not highly automatable.",1,3906223746,gpt-5.4,openai,exposure
0.01,0.72,Packaging/material-handling duties show no AI use; physical repetitive tasks are partly automatable but still need human handling.,1,3905842445,gpt-5.4,openai,exposure
0.08,0.22,"Wet-lab research role with experiment design, interpretation, documentation, and data analysis; little explicit AI, limited routine automatable work.",1,3902953437,gpt-5.4,openai,exposure
0.08,0.18,"Regulatory clinical operations focuses on protocol compliance and coordination, not AI; work is judgment-heavy and only partly routine.",1,3904361977,gpt-5.4,openai,exposure
0.72,0.41,"Statistical programming and clinical data analytics directly use data-science methods, but senior oversight and cross-functional planning reduce automability.",1,3905205314,gpt-5.4,openai,exposure
0.03,0.28,"Finance planning, budgeting, forecasting, and cross-functional support; no AI/data-science duties, but some analytical tasks are partially automatable.",1,3903822971,gpt-5.4,openai,exposure
0.03,0.72,"Administrative logistics support using Excel/SAP; no AI/ML duties. Many reporting, inventory, and documentation tasks are routine.",1,3905256262,gpt-5.4,openai,exposure
0.01,0.22,"Manufacturing coordination, training, oversight, and process improvement; little AI/data-science content, substantial human leadership and judgment required.",1,3903823974,gpt-5.4,openai,exposure
0.18,0.22,"Product management for data platform; mentions data/search, not AI methods. Core work is strategic, cross-functional, and non-routine.",1,3888800711,gpt-5.4,openai,exposure
0.08,0.22,"Sales role for prenatal diagnostics; mentions advanced molecular products, but duties are human relationship-driven and not AI-focused.",1,3891807167,gpt-5.4,openai,exposure
0.18,0.12,"Chemistry R&D uses data analysis and in silico tools, but core work is experimental, creative, and nonroutine.",1,3906235373,gpt-5.4,openai,exposure
0.03,0.28,"Wet-lab biology role using assays and SOPs; little AI/data-science content, but some routine experimental tasks exist.",1,3887476076,gpt-5.4,openai,exposure
0.02,0.58,"Administrative coordination, invoicing, records, scheduling, and customer communication; no explicit AI/data-science work mentioned.",1,3905336558,gpt-5.4,openai,exposure
0.03,0.18,"Chemical plant engineering, safety oversight, coaching, troubleshooting, and commissioning are hands-on, non-routine; no explicit AI/data-science work.",1,3901626059,gpt-5.4,openai,exposure
0.02,0.28,"QA floor oversight and compliance review in manufacturing; no AI/data-science duties, with some documentation tasks but substantial human judgment.",1,3905267597,gpt-5.4,openai,exposure
0.03,0.78,"Billing, reconciliation, collections, and recordkeeping dominate; uses data systems but no AI/ML work described.",1,3903844633,gpt-5.4,openai,exposure
0.03,0.18,"Facilities reliability engineering in GMP sites; hands-on design, change control, reviews, and stakeholder coordination, not AI-focused or routine.",1,3901960838,gpt-5.4,openai,exposure
0.12,0.18,Hands-on equipment maintenance with some PLC/vision-system interaction; physical troubleshooting and repair are not highly automatable.,1,3899532697,gpt-5.4,openai,exposure
0.06,0.42,"Finance partnering, budgeting, forecasting, and quote review use analytics but not AI-specific; advisory and strategic tasks limit automation.",1,3894560343,gpt-5.4,openai,exposure
0.03,0.72,"Tax compliance, filing, reconciliation, and reporting are structured routine tasks; no AI/ML or data-science work mentioned.",1,3905300311,gpt-5.4,openai,exposure
0.02,0.34,"Analytical chemistry leadership role; no AI/data-science duties. Some standardized testing/documentation is automatable, but oversight and validation are not.",1,3886462219,gpt-5.4,openai,exposure
0.03,0.72,"Inventory and lab support uses standard systems, not AI; many repetitive logistics and reporting tasks are automatable.",1,3901985461,gpt-5.4,openai,exposure
0.08,0.12,"Cybersecurity leadership role; strategic planning, incident response, training, and cross-functional communication are not primarily AI-focused or routine.",1,3886483141,gpt-5.4,openai,exposure
0.02,0.18,"Patient education, coordination, and individualized support dominate; little AI/data-science content and substantial human judgment required.",1,3906253177,gpt-5.4,openai,exposure
0.06,0.18,"Clinical operations leadership, vendor oversight, compliance, and team management; data-driven but no direct AI/ML work, low routine automability.",1,3887714530,gpt-5.4,openai,exposure
0.02,0.72,"Production equipment operation and QC tasks; no AI/data-science work mentioned, but many repetitive manufacturing duties are automatable.",1,3885865461,gpt-5.4,openai,exposure
0.03,0.22,"Engineering project management and compliance duties; no AI/data-science mentioned, and coordination/judgment tasks are only partly automatable.",1,3887482162,gpt-5.4,openai,exposure
0.03,0.28,"Design-focused web and marketing asset creation; no AI/data-science duties. Creative, cross-functional work limits full automation.",1,3906224551,gpt-5.4,openai,exposure
0.01,0.22,"GMP quality auditing, compliance advising, training, and cross-functional judgment; little AI use, moderate routine but substantial human oversight.",1,3902913831,gpt-5.4,openai,exposure
0.01,0.06,"Direct bedside NICU nursing and clinical judgment; no AI/data-science duties mentioned, low routine automability.",1,3904080202,gpt-5.4,openai,exposure
0.03,0.12,"Wet-lab assay development and troubleshooting; no AI/data-science duties mentioned, and core experimental work is hands-on, nonroutine.",1,3901354853,gpt-5.4,openai,exposure
0.03,0.28,"Corporate communications and stakeholder management role; little AI/data-science work, with many nonroutine strategic and interpersonal tasks.",1,3891048010,gpt-5.4,openai,exposure
0.08,0.18,"Equipment maintenance engineering role; mentions predictive maintenance, but no explicit AI/data-science duties. Core work is technical, judgment-heavy, nonroutine.",1,3906255374,gpt-5.4,openai,exposure
0.03,0.42,"IT technical support role; no AI/ML duties mentioned. Some troubleshooting is routine, but face-to-face support limits automation.",1,3904394093,gpt-5.4,openai,exposure
0.08,0.18,"Plant engineering focuses on safety, compliance, maintenance, and automation systems; requires on-site judgment, not AI-specific or routine.",1,3902729792,gpt-5.4,openai,exposure
0.08,0.14,Wet-lab experimental research with independent design and interpretation; standard data analysis but no explicit AI/ML work.,1,3902355674,gpt-5.4,openai,exposure
0.03,0.34,"Biomanufacturing clean-room work uses SOPs and documentation, but requires hands-on aseptic technique, troubleshooting, training, and compliance judgment.",1,3902344889,gpt-5.4,openai,exposure
0.03,0.72,"Sales outreach and CRM tracking dominate; no AI/ML duties mentioned, and many tasks are repetitive and scriptable.",1,3901351952,gpt-5.4,openai,exposure
0.03,0.12,"Hands-on facilities maintenance with troubleshooting, repairs, and on-call response; little indication of AI/data-science work.",1,3886841031,gpt-5.4,openai,exposure
0.03,0.62,"Trade compliance/data maintenance role; no AI/ML duties mentioned. Many rules-based review, documentation, and recordkeeping tasks are automatable.",1,3905693729,gpt-5.4,openai,exposure
0.06,0.12,"Executive leadership role focused on strategy, operations, compliance, and growth; little explicit AI work, low routine task share.",1,3902860729,gpt-5.4,openai,exposure
0.03,0.22,"Spectroscopy lab scientist role uses analytical instruments and interpretation, not AI; experimental judgment limits automation.",1,3900091864,gpt-5.4,openai,exposure
0.03,0.18,"Field psychiatry sales/specialist role; posting shows relationship-driven, clinical communication work, not AI/data-science or routine automatable tasks.",1,3887996525,gpt-5.4,openai,exposure
0.06,0.42,"Quality auditing, lab testing, documentation, and training use basic data tools, not AI; many physical judgment tasks limit automation.",1,3906225084,gpt-5.4,openai,exposure
0.03,0.58,"Traditional accounting, reconciliations, audits, and reporting; no AI/data-science duties, but many structured repetitive tasks are software-automatable.",1,3904422845,gpt-5.4,openai,exposure
0.08,0.18,"IT application management and project leadership; mentions enterprise systems, not AI/data science, and work is varied, managerial, nonroutine.",1,3903847439,gpt-5.4,openai,exposure
0.03,0.62,"QA compliance and inspection role using standard software; no AI/ML duties, but many checklist-based documentation tasks are automatable.",1,3887906812,gpt-5.4,openai,exposure
0.02,0.28,"Plant operations, sampling, pump support, and shift communication are physical/manual; only basic computer use, no AI/data-science work.",1,3906223610,gpt-5.4,openai,exposure
0.03,0.72,"Administrative recruiting coordination using ATS, scheduling, data entry, and document handling; no AI/ML duties mentioned.",1,3884435957,gpt-5.4,openai,exposure
